,0,1
0,cx,cy
496,1442.5,627.0
497,1443.5,627.0
498,1442.5,627.0
499,1441.5,627.0
500,1442.5,627.0
501,1441.5,627.0
502,1442.5,627.0
503,1441.5,627.0
504,1442.5,627.0
505,1443.5,627.0
506,1442.5,627.0
507,1441.5,627.0
508,1442.5,627.0
509,1441.5,627.0
510,1442.5,627.0
511,1441.5,627.0
512,1442.5,627.0
513,1441.5,627.0
514,1442.5,627.0
515,1441.5,627.0
516,1442.5,627.0
517,1441.5,627.0
518,1442.5,627.0
519,1441.5,627.0
520,1442.5,627.0
521,1441.5,627.0
522,1442.5,627.0
523,1441.5,627.0
524,1442.5,627.0
525,1441.5,627.0
526,1442.5,627.0
527,1441.5,627.0
528,1442.5,627.0
529,1441.5,627.0
530,1442.5,627.0
531,1441.5,627.0
532,1442.5,627.0
533,1441.5,627.0
534,1442.5,627.0
535,1441.5,627.0
536,1442.5,627.0
537,1441.5,627.0
538,1442.5,627.0
539,1441.5,627.0
540,1442.5,627.0
541,1441.5,627.0
542,1442.5,627.0
543,1441.5,627.0
544,1442.5,627.0
545,1441.5,627.0
546,1442.5,627.0
547,1441.5,627.0
548,1442.5,627.0
549,1441.5,627.0
550,1442.5,627.0
551,1441.5,627.0
552,1442.5,627.0
553,1441.5,627.0
554,1442.5,627.0
555,1441.5,627.0
556,1442.5,627.0
557,1441.5,627.0
558,1446.5,627.0
559,1455.5,627.0
560,1468.5,627.0
561,1477.5,627.0
562,1490.5,627.0
563,1499.5,627.0
564,1512.5,627.0
565,1523.5,627.0
566,1536.5,627.0
567,1547.5,627.0
568,1552.5,627.0
569,1553.5,627.0
570,1556.5,627.0
571,1559.5,627.0
572,1560.5,627.0
573,1559.5,627.0
574,1560.5,627.0
575,1561.5,627.0
576,1560.5,627.0
577,1559.5,627.0
578,1560.5,627.0
579,1559.5,627.0
580,1560.5,627.0
581,1559.5,627.0
582,1560.5,627.0
583,1559.5,627.0
584,1560.5,627.0
585,1559.5,627.0
586,1560.5,627.0
587,1559.5,627.0
588,1560.5,627.0
589,1559.5,627.0
590,1560.5,627.0
591,1559.5,627.0
592,1560.5,627.0
593,1559.5,627.0
594,1560.5,627.0
595,1559.5,627.0
596,1560.5,627.0
597,1559.5,627.0
598,1560.5,627.0
599,1559.5,627.0
600,1560.5,627.0
601,1559.5,627.0
602,1560.5,627.0
603,1559.5,627.0
604,1560.5,627.0
605,1559.5,627.0
606,1560.5,627.0
607,1559.5,627.0
608,1560.5,627.0
609,1559.5,627.0
610,1560.5,627.0
611,1559.5,627.0
612,1560.5,627.0
613,1559.5,627.0
614,1560.5,627.0
615,1559.5,627.0
616,1560.5,627.0
617,1559.5,627.0
618,1560.5,627.0
619,1559.5,627.0
620,1560.5,627.0
621,1559.5,627.0
622,1560.5,627.0
623,1559.5,627.0
624,1560.5,627.0
625,1559.5,627.0
626,1560.5,627.0
627,1559.5,627.0
628,1560.5,627.0
629,1559.5,627.0
630,1560.5,627.0
631,1559.5,627.0
632,1560.5,627.0
633,1559.5,627.0
634,1560.5,627.0
635,1559.5,627.0
636,1560.5,627.0
637,1559.5,627.0
638,1560.5,627.0
639,1559.5,627.0
640,1560.5,627.0
641,1559.5,627.0
642,1560.5,627.0
643,1559.5,627.0
644,1560.5,627.0
645,1559.5,627.0
646,1560.5,627.0
647,1559.5,627.0
648,1560.5,627.0
649,1559.5,627.0
650,1560.5,627.0
651,1559.5,627.0
652,1560.5,627.0
653,1559.5,627.0
654,1560.5,627.0
655,1559.5,627.0
656,1560.5,627.0
657,1559.5,627.0
658,1560.5,627.0
659,1559.5,627.0
660,1560.5,627.0
661,1559.5,627.0
662,1560.5,627.0
663,1559.5,627.0
664,1560.5,627.0
665,1559.5,627.0
666,1560.5,627.0
667,1559.5,627.0
668,1560.5,627.0
669,1559.5,627.0
670,1560.5,627.0
671,1559.5,627.0
672,1560.5,627.0
673,1559.5,627.0
674,1560.5,627.0
675,1559.5,627.0
676,1560.5,627.0
677,1559.5,627.0
678,1560.5,627.0
679,1559.5,627.0
680,1560.5,627.0
681,1559.5,627.0
682,1560.5,627.0
683,1559.5,627.0
684,1560.5,627.0
685,1559.5,627.0
686,1560.5,627.0
687,1559.5,627.0
688,1560.5,627.0
689,1559.5,627.0
690,1560.5,627.0
691,1559.5,627.0
692,1560.5,627.0
693,1559.5,627.0
694,1560.5,627.0
695,1559.5,627.0
696,1560.5,627.0
697,1559.5,627.0
698,1560.5,627.0
699,1559.5,627.0
700,1560.5,627.0
701,1559.5,627.0
702,1560.5,627.0
703,1559.5,627.0
704,1560.5,627.0
705,1559.5,627.0
706,1560.5,627.0
707,1559.5,627.0
708,1560.5,627.0
709,1559.5,627.0
710,1560.5,627.0
711,1559.5,627.0
712,1560.5,627.0
713,1559.5,627.0
714,1560.5,627.0
715,1559.5,627.0
716,1560.5,627.0
717,1559.5,627.0
718,1560.5,627.0
719,1559.5,627.0
720,1560.5,627.0
721,1559.5,627.0
722,1560.5,627.0
723,1559.5,627.0
724,1560.5,627.0
725,1559.5,627.0
726,1560.5,627.0
727,1559.5,627.0
728,1560.5,627.0
729,1559.5,627.0
730,1560.5,627.0
731,1559.5,627.0
732,1560.5,627.0
733,1559.5,627.0
734,1560.5,627.0
735,1559.5,627.0
736,1560.5,627.0
737,1559.5,627.0
738,1560.5,627.0
739,1559.5,627.0
740,1560.5,627.0
741,1559.5,627.0
742,1560.5,627.0
743,1559.5,627.0
744,1560.5,627.0
745,1559.5,627.0
746,1560.5,627.0
747,1559.5,627.0
748,1560.5,627.0
749,1559.5,627.0
750,1560.5,627.0
751,1559.5,627.0
752,1560.5,627.0
753,1559.5,627.0
754,1560.5,627.0
755,1559.5,627.0
756,1560.5,627.0
757,1559.5,627.0
758,1560.5,627.0
759,1559.5,627.0
760,1560.5,627.0
761,1559.5,627.0
762,1560.5,627.0
763,1559.5,627.0
764,1560.5,627.0
765,1559.5,627.0
766,1560.5,627.0
767,1559.5,627.0
768,1560.5,627.0
769,1559.5,627.0
770,1560.5,627.0
771,1559.5,627.0
772,1560.5,627.0
773,1559.5,627.0
774,1560.5,627.0
775,1559.5,627.0
776,1560.5,627.0
777,1559.5,627.0
778,1560.5,627.0
779,1559.5,627.0
780,1560.5,627.0
781,1559.5,627.0
782,1560.5,627.0
783,1559.5,627.0
784,1560.5,627.0
785,1559.5,627.0
786,1560.5,627.0
787,1559.5,627.0
788,1560.5,627.0
789,1559.5,627.0
790,1560.5,627.0
791,1559.5,627.0
792,1560.5,627.0
793,1559.5,627.0
794,1560.5,627.0
795,1559.5,627.0
796,1560.5,627.0
797,1559.5,627.0
798,1560.5,627.0
799,1559.5,627.0
800,1560.5,627.0
801,1559.5,627.0
802,1560.5,627.0
803,1559.5,627.0
804,1560.5,627.0
805,1559.5,627.0
806,1560.5,627.0
807,1559.5,627.0
808,1560.5,627.0
809,1559.5,627.0
810,1560.5,627.0
811,1559.5,627.0
812,1560.5,627.0
813,1559.5,627.0
814,1560.5,627.0
815,1559.5,627.0
816,1560.5,627.0
817,1559.5,625.0
818,1560.5,621.0
819,1561.5,621.0
820,1562.5,619.0
821,1561.5,621.0
822,1562.5,617.0
823,1561.5,615.0
824,1562.5,617.0
825,1561.5,613.0
826,1562.5,613.0
827,1561.5,611.0
828,1562.5,613.0
829,1561.5,609.0
830,1562.5,607.0
831,1561.5,607.0
832,1562.5,603.0
833,1561.5,599.0
834,1562.5,595.0
835,1561.5,593.0
836,1562.5,589.0
837,1561.5,589.0
838,1560.5,591.0
839,1559.5,595.0
