,0,1,2
0,cx,cy,peak value
1,739.4270306737875,566.6296038343503,0.9317301511764526
2,739.3855670393431,566.691822511297,0.9380640983581543
3,739.4324477016859,566.7200404679577,0.9347258806228638
4,739.4504070665296,566.6510587917041,0.9046145677566528
5,739.5924552555074,566.6608937881643,0.9218318462371826
6,739.5523296573148,566.6232619453276,0.9014407396316528
7,739.5016680767905,566.5296688132746,0.9051002264022827
8,739.4126884083337,566.5883586640998,0.9058297276496887
9,739.5550731342435,566.8085395043283,0.8864770531654358
10,739.5388465766891,566.9537256937631,0.8831744194030762
11,739.51954320085,567.1340434370186,0.8924685716629028
12,739.5798980984416,567.3200037635747,0.8651294708251953
13,739.4738070124616,567.5189574723408,0.8843207955360413
14,739.4279480525986,567.4330386773822,0.8949975967407227
15,739.2177767511033,567.6347397129719,0.8805365562438965
16,739.1178503124191,567.6584806127441,0.889959990978241
17,739.1979015256363,567.6351121172769,0.8983071446418762
18,738.9701258940311,567.6983686964504,0.8812341094017029
19,739.1572859816577,567.578028657683,0.843216598033905
20,739.252707063188,567.529965210759,0.8845712542533875
21,739.2349523552621,567.3861557255583,0.8700887560844421
22,739.2810758312802,567.5554359722545,0.8482917547225952
23,739.5203914535922,567.4126302092875,0.8688424229621887
24,739.4879477576368,567.4310862386278,0.8958367109298706
25,739.6726820605979,567.4641752154453,0.8886845707893372
26,739.5912054474172,567.433194596432,0.890774130821228
27,739.5698843984198,567.4949120326337,0.8726958632469177
28,739.6914825691889,567.3894257317249,0.8817113637924194
29,739.5932753741515,567.290785005624,0.8723344206809998
30,739.4868679208948,567.3880609877599,0.8932809233665466
31,739.3398559920898,567.4503207499394,0.874241054058075
32,739.2407800702409,567.3421903116343,0.8963946104049683
33,739.1237314948767,567.4168829879746,0.8827643394470215
34,739.0873218593122,567.485579779408,0.8981785774230957
35,738.8720227797561,567.5463481413522,0.889764666557312
36,739.3459345267978,567.4632484796613,0.8544687032699585
37,739.2783279244469,567.6030373655537,0.8919192552566528
38,739.458479904659,567.6356836803019,0.8795724511146545
39,739.7510607197087,567.6494665480259,0.8719376921653748
40,739.8667960880184,567.5921351495973,0.8759133815765381
41,739.9721445051119,567.555644089482,0.8668982982635498
42,740.2630383603134,567.5352742591638,0.8771641850471497
43,740.2024395897588,567.368335169305,0.892623245716095
